File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF340BQM	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR234HEM	ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF419RSJ, ENCFF596RDA	344486	ENCODE Processing Pipeline	b31bacc4eb2d2682e5055ea54e1c03f1		https://www.encodeproject.org/files/ENCFF340BQM/@@download/ENCFF340BQM.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF596RDA	bed narrowPeak	peaks and background as input for IDR	ENCSR234HEM	ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF514CZN, ENCFF592PPU	5863535	ENCODE Processing Pipeline	565300883f54120a65d32590e9d2d310		https://www.encodeproject.org/files/ENCFF596RDA/@@download/ENCFF596RDA.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF856FKS	bed narrowPeak	peaks and background as input for IDR	ENCSR756KRS	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF595PUD, ENCFF936JKF	5771661	ENCODE Processing Pipeline	808715f13a98f4f910cdb02c9dd57904		https://www.encodeproject.org/files/ENCFF856FKS/@@download/ENCFF856FKS.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF148LAV	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR756KRS	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF001TDO, ENCFF856FKS	233770	ENCODE Processing Pipeline	079bfee266a2afae180dc1daead26294		https://www.encodeproject.org/files/ENCFF148LAV/@@download/ENCFF148LAV.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF102XCU	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR756KRS	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF419RSJ, ENCFF854YVQ	235948	ENCODE Processing Pipeline	a85c1d715a9a0cf315f689b2566eb281		https://www.encodeproject.org/files/ENCFF102XCU/@@download/ENCFF102XCU.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF854YVQ	bed narrowPeak	peaks and background as input for IDR	ENCSR756KRS	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF016UQX, ENCFF256UVH	5785678	ENCODE Processing Pipeline	253f41dd879eea5d7f9a0db125d11f2e		https://www.encodeproject.org/files/ENCFF854YVQ/@@download/ENCFF854YVQ.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF010BAD	bed narrowPeak	peaks and background as input for IDR	ENCSR038FOS	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF419SAO, ENCFF905DKC	4479586	ENCODE Processing Pipeline	3935b26910c7d2eca43ec8bf0f29a22f		https://www.encodeproject.org/files/ENCFF010BAD/@@download/ENCFF010BAD.bed.gz	hg19			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF971ILA	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR038FOS	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF001TDO, ENCFF010BAD	144943	ENCODE Processing Pipeline	a9792d185d759a8e6ed8f94d90bb82de		https://www.encodeproject.org/files/ENCFF971ILA/@@download/ENCFF971ILA.bed.gz	hg19			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF204QPK	bed narrowPeak	peaks and background as input for IDR	ENCSR038FOS	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF024ELD, ENCFF270YLG	4479573	ENCODE Processing Pipeline	fe853c71ed9ff5f3be76d4a2675de7a9		https://www.encodeproject.org/files/ENCFF204QPK/@@download/ENCFF204QPK.bed.gz	GRCh38			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF687WWO	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR038FOS	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF204QPK, ENCFF419RSJ	143351	ENCODE Processing Pipeline	3e852d86fe9efcfe61da9c340606b1d7		https://www.encodeproject.org/files/ENCFF687WWO/@@download/ENCFF687WWO.bed.gz	GRCh38			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF230IDW	bed narrowPeak	peaks and background as input for IDR	ENCSR661NXJ	ChIP-seq	UBERON:0008367	breast epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-10-25	ENCODE				1							ENCFF021JJL, ENCFF919PUP	6734617	ENCODE Processing Pipeline	4894bdd4a9bce3552cb6a0c1123fb0be		https://www.encodeproject.org/files/ENCFF230IDW/@@download/ENCFF230IDW.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF974SIH	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR661NXJ	ChIP-seq	UBERON:0008367	breast epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-10-25	ENCODE				1							ENCFF001TDO, ENCFF230IDW	548722	ENCODE Processing Pipeline	161bf154480ad101b65eabcc9250ffab		https://www.encodeproject.org/files/ENCFF974SIH/@@download/ENCFF974SIH.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF167SCX	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR661NXJ	ChIP-seq	UBERON:0008367	breast epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-10-25	ENCODE				1							ENCFF419RSJ, ENCFF930EVC	549382	ENCODE Processing Pipeline	ce810b28c03745d40e7a7368a2262a47		https://www.encodeproject.org/files/ENCFF167SCX/@@download/ENCFF167SCX.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF930EVC	bed narrowPeak	peaks and background as input for IDR	ENCSR661NXJ	ChIP-seq	UBERON:0008367	breast epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-10-25	ENCODE				1							ENCFF339EOA, ENCFF842GBA	6739145	ENCODE Processing Pipeline	cde4369bcbc9d6d8bc2b60df5e679de9		https://www.encodeproject.org/files/ENCFF930EVC/@@download/ENCFF930EVC.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF383NCL	bed narrowPeak	peaks and background as input for IDR	ENCSR430TEE	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF553WEE, ENCFF773QXS	4852087	ENCODE Processing Pipeline	88ab6ea26eedfdb4b74aabdcc2816b3e		https://www.encodeproject.org/files/ENCFF383NCL/@@download/ENCFF383NCL.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF054PUP	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR430TEE	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF383NCL	21696	ENCODE Processing Pipeline	a18810fe60b1b0de416238125c99cf76		https://www.encodeproject.org/files/ENCFF054PUP/@@download/ENCFF054PUP.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF031IUJ	bed narrowPeak	peaks and background as input for IDR	ENCSR430TEE	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF037IQW, ENCFF056EFI	4857427	ENCODE Processing Pipeline	100fdf8666c7c0724c1fc3a5523e3255		https://www.encodeproject.org/files/ENCFF031IUJ/@@download/ENCFF031IUJ.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF992DNN	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR430TEE	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF031IUJ, ENCFF419RSJ	23286	ENCODE Processing Pipeline	b75dcc6e0a7db973bcfac7d33e966a73		https://www.encodeproject.org/files/ENCFF992DNN/@@download/ENCFF992DNN.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF566UPM	bed narrowPeak	peaks and background as input for IDR	ENCSR484DDO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF106EBG, ENCFF877TJY	5615141	ENCODE Processing Pipeline	e03992ef808a39698d072763307d482a		https://www.encodeproject.org/files/ENCFF566UPM/@@download/ENCFF566UPM.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF156VNT	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR484DDO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF566UPM	509551	ENCODE Processing Pipeline	ef61263190c664f2b82fc7a77f2dd8da		https://www.encodeproject.org/files/ENCFF156VNT/@@download/ENCFF156VNT.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF900GKE	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR484DDO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF401WKA, ENCFF419RSJ	511120	ENCODE Processing Pipeline	504df33facb5d8453e5ba1e76c18d8c5		https://www.encodeproject.org/files/ENCFF900GKE/@@download/ENCFF900GKE.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF401WKA	bed narrowPeak	peaks and background as input for IDR	ENCSR484DDO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF221DPL, ENCFF533JZM	5618542	ENCODE Processing Pipeline	14698e67f0795fb707ceb7d410b9c65c		https://www.encodeproject.org/files/ENCFF401WKA/@@download/ENCFF401WKA.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF570HDD	bed narrowPeak	peaks and background as input for IDR	ENCSR727HME	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF416WIS, ENCFF677KNU	4764214	ENCODE Processing Pipeline	833e0601f27f911d853b81d7ca683881		https://www.encodeproject.org/files/ENCFF570HDD/@@download/ENCFF570HDD.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF912XIE	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR727HME	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF419RSJ, ENCFF570HDD	2651	ENCODE Processing Pipeline	6d4861616fd2a67aae6b14c9971925f1		https://www.encodeproject.org/files/ENCFF912XIE/@@download/ENCFF912XIE.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF286IKG	bed narrowPeak	peaks and background as input for IDR	ENCSR727HME	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF007DFB, ENCFF075IXF	4762875	ENCODE Processing Pipeline	3c4f7710d70c86e7f07f5e0bf9a8294e		https://www.encodeproject.org/files/ENCFF286IKG/@@download/ENCFF286IKG.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF751UAF	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR727HME	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF286IKG	2334	ENCODE Processing Pipeline	fed07f3863d3514a76098afe371f680f		https://www.encodeproject.org/files/ENCFF751UAF/@@download/ENCFF751UAF.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF330BPK	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR668BTN	ChIP-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens				CTCF-human	DNA					False	2017-03-14	ENCODE				1							ENCFF001TDO, ENCFF159MIH	644885	ENCODE Processing Pipeline	967d39c533656b42d05ac3dfbcc82898		https://www.encodeproject.org/files/ENCFF330BPK/@@download/ENCFF330BPK.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF159MIH	bed narrowPeak	peaks and background as input for IDR	ENCSR668BTN	ChIP-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens				CTCF-human	DNA					False	2017-03-14	ENCODE				1							ENCFF035IZJ, ENCFF468AEG	7088468	ENCODE Processing Pipeline	b2163658af83828494be04bd5cf48f4b		https://www.encodeproject.org/files/ENCFF159MIH/@@download/ENCFF159MIH.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF285PQA	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR668BTN	ChIP-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens				CTCF-human	DNA					False	2017-03-14	ENCODE				1							ENCFF419RSJ, ENCFF538LRG	638212	ENCODE Processing Pipeline	a49b82b62752347d9b59e04f8c2a8e90		https://www.encodeproject.org/files/ENCFF285PQA/@@download/ENCFF285PQA.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF538LRG	bed narrowPeak	peaks and background as input for IDR	ENCSR668BTN	ChIP-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens				CTCF-human	DNA					False	2017-03-14	ENCODE				1							ENCFF393SBS, ENCFF970KZJ	7080200	ENCODE Processing Pipeline	66aee2c57f0599482ed8e38494b4e0f6		https://www.encodeproject.org/files/ENCFF538LRG/@@download/ENCFF538LRG.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF733VAF	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR582MTM	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				2							ENCFF001TDO, ENCFF873BHU	122407	ENCODE Processing Pipeline	d127cae97d80326bd6656e62227353fa		https://www.encodeproject.org/files/ENCFF733VAF/@@download/ENCFF733VAF.bed.gz	hg19			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF873BHU	bed narrowPeak	peaks and background as input for IDR	ENCSR582MTM	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				2							ENCFF592HGH, ENCFF985JPM	4832031	ENCODE Processing Pipeline	61a2fd11b3639d9c0df47240e44f5e6c		https://www.encodeproject.org/files/ENCFF873BHU/@@download/ENCFF873BHU.bed.gz	hg19			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF843BCC	bed narrowPeak	peaks and background as input for IDR	ENCSR582MTM	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				2							ENCFF068GBU, ENCFF868OFG	4834371	ENCODE Processing Pipeline	4e9b9b564607e6d233610408d833b864		https://www.encodeproject.org/files/ENCFF843BCC/@@download/ENCFF843BCC.bed.gz	GRCh38			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF846VQK	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR582MTM	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				2							ENCFF419RSJ, ENCFF843BCC	116917	ENCODE Processing Pipeline	a3f2a715a5b5a1b24df65587b63db29d		https://www.encodeproject.org/files/ENCFF846VQK/@@download/ENCFF846VQK.bed.gz	GRCh38			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF279POO	bed narrowPeak	peaks and background as input for IDR	ENCSR222SQE	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF590YRR, ENCFF882RAK	7170449	ENCODE Processing Pipeline	49b0fde64fd93714da5d66d6bf53f219		https://www.encodeproject.org/files/ENCFF279POO/@@download/ENCFF279POO.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF689ZNH	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR222SQE	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF279POO	434711	ENCODE Processing Pipeline	f4ee2a8efd651a90cb1f2b82d4c60d57		https://www.encodeproject.org/files/ENCFF689ZNH/@@download/ENCFF689ZNH.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF066NBQ	bed narrowPeak	peaks and background as input for IDR	ENCSR222SQE	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF503UVW, ENCFF600VZB	7151900	ENCODE Processing Pipeline	abe96081cdb4ece2ed306af43e7a1e63		https://www.encodeproject.org/files/ENCFF066NBQ/@@download/ENCFF066NBQ.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF314SQB	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR222SQE	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF066NBQ, ENCFF419RSJ	424370	ENCODE Processing Pipeline	6a185a0a1794dd4433f81249818d3ddf		https://www.encodeproject.org/files/ENCFF314SQB/@@download/ENCFF314SQB.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF425DIK	bed narrowPeak	peaks and background as input for IDR	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF675VOA, ENCFF722MYF	6648174	ENCODE Processing Pipeline	13f679f989bd340e4fbbe544ed089031		https://www.encodeproject.org/files/ENCFF425DIK/@@download/ENCFF425DIK.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF396NYG	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF001TDO, ENCFF425DIK	484535	ENCODE Processing Pipeline	1d7da83ec4b89e39d9a1ca3f3d11282b		https://www.encodeproject.org/files/ENCFF396NYG/@@download/ENCFF396NYG.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF932QYK	bed narrowPeak	peaks and background as input for IDR	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF343QUJ, ENCFF543PTH	6613943	ENCODE Processing Pipeline	7b6928f5044c0f7940ffaad60c87e700		https://www.encodeproject.org/files/ENCFF932QYK/@@download/ENCFF932QYK.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF016OGE	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF419RSJ, ENCFF932QYK	476664	ENCODE Processing Pipeline	ab5b042dff3a2328e8ad650e21069f37		https://www.encodeproject.org/files/ENCFF016OGE/@@download/ENCFF016OGE.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF005FQK	bed narrowPeak	peaks and background as input for IDR	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				2							ENCFF304JLC, ENCFF940ZHR	6751907	ENCODE Processing Pipeline	75e5a27a47da2d88059b6c23b5480bc1		https://www.encodeproject.org/files/ENCFF005FQK/@@download/ENCFF005FQK.bed.gz	hg19			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF407FUL	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				2							ENCFF001TDO, ENCFF005FQK	673336	ENCODE Processing Pipeline	0ba02b2ab90945696243b29146e01e5d		https://www.encodeproject.org/files/ENCFF407FUL/@@download/ENCFF407FUL.bed.gz	hg19			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF071RNS	bed narrowPeak	peaks and background as input for IDR	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				2							ENCFF874SPI, ENCFF987CPP	6786226	ENCODE Processing Pipeline	80c80eaa5ab61ffda5a8992c84ac1cab		https://www.encodeproject.org/files/ENCFF071RNS/@@download/ENCFF071RNS.bed.gz	GRCh38			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF237VLQ	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				2							ENCFF071RNS, ENCFF419RSJ	686437	ENCODE Processing Pipeline	5ff575b79d4899888f3ae4d504de5e60		https://www.encodeproject.org/files/ENCFF237VLQ/@@download/ENCFF237VLQ.bed.gz	GRCh38			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF039AUA	bed narrowPeak	peaks and background as input for IDR	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF058IMO, ENCFF217IBH	5495943	ENCODE Processing Pipeline	2e9d24124bd7f0dc7716b13df9dc62b5		https://www.encodeproject.org/files/ENCFF039AUA/@@download/ENCFF039AUA.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF072UWP	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF039AUA, ENCFF419RSJ	390572	ENCODE Processing Pipeline	d0ca9da6eb9a87268bb5fc89296303b7		https://www.encodeproject.org/files/ENCFF072UWP/@@download/ENCFF072UWP.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF320GJE	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF393OKG	367758	ENCODE Processing Pipeline	ab73357d00bd333a22170eb0cc48ccfe		https://www.encodeproject.org/files/ENCFF320GJE/@@download/ENCFF320GJE.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF393OKG	bed narrowPeak	peaks and background as input for IDR	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF049CMN, ENCFF096CSL	5438993	ENCODE Processing Pipeline	fa81190887745a37f19c8594ee9faf54		https://www.encodeproject.org/files/ENCFF393OKG/@@download/ENCFF393OKG.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF369LXG	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF001TDO, ENCFF578ZTX	617338	ENCODE Processing Pipeline	bf6a0e6e5a1ae18c432a3f674e9a31ff		https://www.encodeproject.org/files/ENCFF369LXG/@@download/ENCFF369LXG.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF578ZTX	bed narrowPeak	peaks and background as input for IDR	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF093JHV, ENCFF734BLH	6361168	ENCODE Processing Pipeline	bb59892c0f059e6a8a4d0a88b0c5a8dd		https://www.encodeproject.org/files/ENCFF578ZTX/@@download/ENCFF578ZTX.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF663YRF	bed narrowPeak	peaks and background as input for IDR	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF300VIN, ENCFF302FDA	6371110	ENCODE Processing Pipeline	129f12f63d094f452718d7d72c9784e0		https://www.encodeproject.org/files/ENCFF663YRF/@@download/ENCFF663YRF.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF898JJD	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR773JBP	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF419RSJ, ENCFF663YRF	605071	ENCODE Processing Pipeline	36ff6092f366d7ddaf8b95da2a335701		https://www.encodeproject.org/files/ENCFF898JJD/@@download/ENCFF898JJD.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
